9.443713308992060718e+01,1.729273200065890421e+02,2.049700742308270947e+02,2.298941272529409048e+02,2.650000000000000000e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827324748e+02,2.319259672285334375e+02,2.649999977796779831e+02
9.280939909340506233e+01,1.785268801688480664e+02,1.931617176427339757e+02,2.273879733750538321e+02,2.649997709732240310e+02
9.195900159532357065e+01,1.787805109964834571e+02,1.920152082261167834e+02,2.254703199512610468e+02,2.649999480123403828e+02
9.280939909340506233e+01,1.785268801688480664e+02,1.931617176427339757e+02,2.273879733750538321e+02,2.649995257944019045e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827324748e+02,2.319259672285334375e+02,2.649999381247354222e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827325032e+02,2.319259672285334375e+02,2.649996918560788117e+02
9.460947119261878413e+01,1.729273200065890421e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827324748e+02,2.319259672285334375e+02,2.649999381247354222e+02
9.460947119261878413e+01,1.729273200065890421e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
9.322030191308705582e+01,1.766392799361118762e+02,1.938702343481786556e+02,2.298522528706485843e+02,2.649997925119520801e+02
9.581989906665783963e+01,1.773311799552638490e+02,2.049852905975209580e+02,2.295655604456961498e+02,2.650000000000000000e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827324748e+02,2.319259672285334375e+02,2.649999956033469743e+02
9.443713308992060718e+01,1.729273200065890421e+02,2.049700742308270947e+02,2.298941272529409048e+02,2.650000000000000000e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.649999978427069891e+02
9.612723528884511381e+01,1.782627981841894211e+02,2.048359311310357782e+02,2.295983000891477275e+02,2.649992156732767512e+02
9.460926234557814496e+01,1.729273200065890705e+02,2.049966747100431235e+02,2.303071961802837109e+02,2.650000000000000000e+02
9.029059378144269488e+01,1.650000000000000000e+02,1.947732857091588983e+02,2.309898411896578807e+02,2.649999615967684576e+02
8.831208429305095819e+01,1.659295978735372898e+02,1.929752461913952857e+02,2.253465719407465997e+02,2.649999985918863104e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
8.998465875380300361e+01,1.650000000000000000e+02,1.916870207827324748e+02,2.319259672285334375e+02,2.649996998390420799e+02
9.195837360071664079e+01,1.790698105882991058e+02,1.919769505326605383e+02,2.253242769942687005e+02,2.649999480123403828e+02
8.967601442787729127e+01,1.656222779547701975e+02,1.939800880036209207e+02,2.290717767884665363e+02,2.649999638239863202e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
9.280939909340506233e+01,1.785268801688480664e+02,1.931617176427339757e+02,2.273879733750538321e+02,2.649997709732240310e+02
9.465478261105410240e+01,1.748681013999398033e+02,2.029864352480672096e+02,2.298616832791796298e+02,2.649999453213309835e+02
8.998449265431560207e+01,1.650036075273909546e+02,1.922560103706477435e+02,2.315855348244557490e+02,2.649999381247354222e+02
9.195900159532357065e+01,1.787805109964834571e+02,1.920152082261167834e+02,2.254703199512610468e+02,2.649999480123403828e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.650000000000000000e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075852200e+02,2.649999996373650788e+02
9.322030191308705582e+01,1.766392799361118762e+02,1.938702343481786556e+02,2.298522528706485843e+02,2.649995325849330925e+02
9.460947119261878413e+01,1.729273200065890705e+02,2.050000000000000000e+02,2.303007632075851916e+02,2.649999998976917368e+02
8.842612724427452520e+01,1.659295978735372898e+02,1.924498676930921590e+02,2.258807641159318962e+02,2.649999939142061862e+02
