1.420000000000000000e+02,2.252802291680628244e+01,5.043405662323164051e+02
1.430000000000000000e+02,2.205764990175643803e+01,5.029749748397576923e+02
1.420000000000000000e+02,2.252845803370654920e+01,5.042989834267522156e+02
1.420000000000000000e+02,2.253013418215857300e+01,5.042059784016211097e+02
1.430000000000000000e+02,2.205621906628255857e+01,5.030570224612881134e+02
1.420000000000000000e+02,2.253347455868300742e+01,5.039704390676037633e+02
1.420000000000000000e+02,2.253382147977049144e+01,5.039254372011912437e+02
1.420000000000000000e+02,2.252927495134014180e+01,5.042725279155857834e+02
1.430000000000000000e+02,2.205253062849636692e+01,5.033167255508977291e+02
1.430000000000000000e+02,2.205359229790623843e+01,5.032634391264844567e+02
1.420000000000000000e+02,2.253157505672861305e+01,5.040985009245301853e+02
1.430000000000000000e+02,2.205814586722511450e+01,5.029543202517909322e+02
1.430000000000000000e+02,2.205414491661034759e+01,5.032173429985656981e+02
1.420000000000000000e+02,2.252946256481179432e+01,5.042287622719276214e+02
1.430000000000000000e+02,2.205252578415505837e+01,5.037122657900374065e+02
1.430000000000000000e+02,2.206036520624617481e+01,5.029219481075789417e+02
1.430000000000000000e+02,2.204479560567394358e+01,5.038703852272822701e+02
1.430000000000000000e+02,2.205658498275966650e+01,5.030297229489256097e+02
1.420000000000000000e+02,2.253460871998297677e+01,5.039239732035874795e+02
1.430000000000000000e+02,2.204644255556979004e+01,5.038258037734235018e+02
1.430000000000000000e+02,2.204489895113393771e+01,5.038674672791237299e+02
1.420000000000000000e+02,2.253103230073430296e+01,5.041413116753811892e+02
1.420000000000000000e+02,2.253347455868300742e+01,5.039704390676037633e+02
1.430000000000000000e+02,2.205984316542351920e+01,5.029337036651913309e+02
1.430000000000000000e+02,2.205468430866569918e+01,5.031704045432784937e+02
1.430000000000000000e+02,2.205594188561187963e+01,5.030994087056963053e+02
1.420000000000000000e+02,2.252780873957828689e+01,5.043453225751264881e+02
1.420000000000000000e+02,2.253218972697922595e+01,5.040400549124962026e+02
1.430000000000000000e+02,2.204592286552010805e+01,5.038445107442748281e+02
1.430000000000000000e+02,2.205383196677601276e+01,5.032243916644466708e+02
1.430000000000000000e+02,2.205300814989073643e+01,5.032833760032876285e+02
1.420000000000000000e+02,2.253974560546333450e+01,5.037692014673500580e+02
1.430000000000000000e+02,2.205541934718167951e+01,5.031111946454986992e+02
1.420000000000000000e+02,2.253122516364320660e+01,5.041062700777541750e+02
1.420000000000000000e+02,2.253193423757498692e+01,5.040699943168594928e+02
1.420000000000000000e+02,2.254129407222019665e+01,5.037344239577948315e+02
1.420000000000000000e+02,2.254169938757097214e+01,5.037254169771280203e+02
1.420000000000000000e+02,2.253035634048493563e+01,5.041729732939128894e+02
1.420000000000000000e+02,2.253278343233060355e+01,5.040038558144829040e+02
1.430000000000000000e+02,2.205252856661805438e+01,5.033170119541379108e+02
1.430000000000000000e+02,2.204492620954567883e+01,5.038671803562635887e+02
1.430000000000000000e+02,2.206036520624617481e+01,5.029219481075789417e+02
1.430000000000000000e+02,2.205523816046822461e+01,5.031506768124503992e+02
1.420000000000000000e+02,2.253024240392678834e+01,5.041755032928761011e+02
1.430000000000000000e+02,2.205750249595742929e+01,5.030090600581883677e+02
1.430000000000000000e+02,2.204720329851870275e+01,5.038085968578442930e+02
1.430000000000000000e+02,2.205608987930903808e+01,5.030643848848737889e+02
1.420000000000000000e+02,2.253275174972399597e+01,5.040223242284513958e+02
1.430000000000000000e+02,2.205435681855026786e+01,5.031924260013029766e+02
1.420000000000000000e+02,2.254050058663119316e+01,5.037520572066305249e+02
